Mod:Item:MetaData, Localized Name
gregtech:mineral:4, Marble Cobblestone
gregtech:mineral:8, Mossy Marble Cobblestone
gregtech:mineral:12, Chiseled Marble
gregtech:mineral:1, Marble Bricks
gregtech:mineral:5, Cracked Marble Bricks
gregtech:mineral:9, Mossy Marble Bricks
gregtech:mineral:13, Chiseled Marble Bricks
gregtech:mineral:2, Basalt
gregtech:mineral:6, Basalt Cobblestone
gregtech:mineral:10, Mossy Basalt Cobblestone
gregtech:mineral:14, Chiseled Basalt
gregtech:mineral:3, Basalt Bricks
gregtech:mineral:7, Cracked Basalt Bricks
gregtech:mineral:11, Mossy Basalt Bricks
gregtech:mineral:15, Chiseled Basalt Bricks
gregtech:concrete:0, Light Concrete
gregtech:concrete:4, Light Concrete Cobblestone
gregtech:concrete:8, Mossy Light Concrete Cobblestone
gregtech:concrete:12, Chiseled Light Concrete Cobblestone
gregtech:concrete:1, Light Concrete Bricks
gregtech:concrete:5, Cracked Light Concrete Bricks
gregtech:concrete:9, Mossy Light Concrete Bricks
gregtech:concrete:13, Chiseled Light Concrete Bricks
gregtech:concrete:2, Dark Concrete
gregtech:concrete:6, Dark Concrete Cobblestone
gregtech:concrete:10, Mossy Dark Concrete Cobblestone
gregtech:concrete:14, Chiseled Dark Concrete Cobblestone
gregtech:concrete:3, Dark Concrete Bricks
gregtech:concrete:7, Cracked Dark Concrete Bricks
gregtech:concrete:11, Mossy Dark Concrete Bricks
gregtech:concrete:15, Chiseled Dark Concrete Bricks
gregtech:log:0, Rubber Wood
gregtech:leaves:0, Rubber Tree Leaves
gregtech:sapling:0, Rubber Tree Sapling
gregtech:crusher_blade, Crusher Blade
gregtech:compressed_0:0, Block of Aluminium
gregtech:compressed_0:1, Block of Americium
gregtech:compressed_0:2, Block of Antimony
gregtech:compressed_0:3, Block of Arsenic
gregtech:compressed_0:4, Block of Barium
gregtech:compressed_0:5, Block of Beryllium
gregtech:compressed_0:6, Block of Bismuth
gregtech:compressed_0:7, Block of Boron
gregtech:compressed_0:8, Block of Caesium
gregtech:compressed_0:9, Block of Calcium
gregtech:compressed_0:10, Block of Carbon
gregtech:compressed_0:11, Block of Cadmium
gregtech:compressed_0:12, Block of Cerium
gregtech:compressed_0:13, Block of Chrome
gregtech:compressed_0:14, Block of Cobalt
gregtech:compressed_0:15, Block of Copper
gregtech:compressed_12:0, Block of Basaltic Mineral Sand
gregtech:compressed_12:1, Block of Granitic Mineral Sand
gregtech:compressed_12:2, Block of Garnet Sand
gregtech:compressed_12:3, Block of Quartz Sand
gregtech:compressed_12:4, Block of Bastnasite
gregtech:compressed_12:5, Block of Pentlandite
gregtech:compressed_12:6, Block of Spodumene
gregtech:compressed_12:7, Block of Pollucite
gregtech:compressed_12:8, Block of Lepidolite
gregtech:compressed_12:9, Block of Glauconite
gregtech:compressed_12:10, Block of Glauconite Sand
gregtech:compressed_12:11, Block of Vermiculite
gregtech:compressed_12:12, Block of Bentonite
gregtech:compressed_12:13, Block of Fullers Earth
gregtech:compressed_12:14, Block of Pitchblende
gregtech:compressed_12:15, Block of Monazite
gregtech:compressed_10:0, Block of Flint
gregtech:compressed_10:1, Block of Diatomite
gregtech:compressed_10:2, Block of Niter
gregtech:compressed_10:3, Block of Tantalite
gregtech:compressed_10:4, Block of Hydrated Coal
gregtech:compressed_10:5, Block of Apatite
gregtech:compressed_10:6, Block of Sterling Silver
gregtech:compressed_10:7, Block of Rose Gold
gregtech:compressed_10:8, Block of Black Bronze
gregtech:compressed_10:9, Block of Bismuth Bronze
gregtech:compressed_10:10, Block of Black Steel
gregtech:compressed_10:11, Block of Red Steel
gregtech:compressed_10:12, Block of Blue Steel
gregtech:compressed_10:13, Block of Damascus Steel
gregtech:compressed_10:14, Block of Tungstensteel
gregtech:compressed_10:15, Block of Red Alloy
gregtech:compressed_5:0, Block of Charcoal
gregtech:compressed_5:1, Block of Chromite
gregtech:compressed_5:2, Block of Cinnabar
gregtech:compressed_5:3, Block of Cobaltite
gregtech:compressed_5:4, Block of Sheldonite
gregtech:compressed_5:5, Block of Cupronickel
gregtech:compressed_5:6, Block of Dark Ashes
gregtech:compressed_5:7, Block of Electrum
gregtech:compressed_5:8, Block of Galena
gregtech:compressed_5:9, Block of Garnierite
gregtech:compressed_5:10, Block of Green Sapphire
gregtech:compressed_5:11, Block of Grossular
gregtech:compressed_5:12, Block of Ilmenite
gregtech:compressed_5:13, Block of Rutile
gregtech:compressed_5:14, Block of Bauxite
gregtech:compressed_5:15, Block of Magnesium Chloride
gregtech:compressed_4:0, Block of Zinc
gregtech:compressed_4:1, Block of Almandine
gregtech:compressed_4:2, Block of Andradite
gregtech:compressed_4:3, Block of Annealed Copper
gregtech:compressed_4:4, Block of Asbestos
gregtech:compressed_4:5, Block of Ashes
gregtech:compressed_4:6, Block of Banded Iron
gregtech:compressed_4:7, Block of Battery Alloy
gregtech:compressed_4:8, Block of Blue Topaz
gregtech:compressed_4:9, Block of Brass
gregtech:compressed_4:10, Block of Bronze
gregtech:compressed_4:11, Block of Brown Limonite
gregtech:compressed_4:12, Block of Calcite
gregtech:compressed_4:13, Block of Cassiterite
gregtech:compressed_4:14, Block of Cassiterite Sand
gregtech:compressed_4:15, Block of Chalcopyrite
gregtech:compressed_7:0, Block of Polycaprolactam
gregtech:compressed_7:1, Block of Polytetrafluoroethylene
gregtech:compressed_7:2, Block of Powellite
gregtech:compressed_7:3, Block of Pyrite
gregtech:compressed_7:4, Block of Pyrolusite
gregtech:compressed_7:5, Block of Pyrope
gregtech:compressed_7:6, Block of Rock Salt
gregtech:compressed_7:7, Block of Rubber
gregtech:compressed_7:8, Block of Ruby
gregtech:compressed_7:9, Block of Salt
gregtech:compressed_7:10, Block of Saltpeter
gregtech:compressed_7:11, Block of Sapphire
gregtech:compressed_7:12, Block of Scheelite
gregtech:compressed_7:13, Block of Silicon Dioxide
gregtech:compressed_7:14, Block of Sodalite
gregtech:compressed_7:15, Block of Sodium Sulfide
gregtech:compressed_8:0, Block of Soldering Alloy
gregtech:compressed_8:1, Block of Spessartine
gregtech:compressed_8:2, Block of Sphalerite
gregtech:compressed_8:3, Block of Stainless Steel
gregtech:compressed_8:4, Block of Steel
gregtech:compressed_8:5, Block of Stibnite
gregtech:compressed_8:6, Block of Tanzanite
gregtech:compressed_8:7, Block of Tetrahedrite
gregtech:compressed_8:8, Block of Tin Alloy
gregtech:compressed_8:9, Block of Topaz
gregtech:compressed_8:10, Block of Tungstate
gregtech:compressed_8:11, Block of Ultimet
gregtech:compressed_8:12, Block of Uraninite
gregtech:compressed_8:13, Block of Uvarovite
gregtech:compressed_8:14, Block of Vanadium-Gallium
gregtech:compressed_8:15, Block of Wrought Iron
gregtech:compressed_15:0, Block of Nether Star
gregtech:compressed_15:1, Block of Cocoa
gregtech:compressed_15:2, Block of Ytterbium
gregtech:compressed_15:3, Block of Fireclay
gregtech:compressed_15:4, Block of Coke
gregtech:compressed_15:5, Block of Tenorite
gregtech:compressed_15:6, Block of Cuprite
gregtech:compressed_15:7, Block of Bornite
gregtech:compressed_15:8, Block of Chalcocite
gregtech:compressed_15:9, Block of Enargite
gregtech:compressed_15:10, Block of Tennantite
gregtech:compressed_15:11, Block of Borosilicate Glass
gregtech:compressed_15:12, Block of Sodium Hydroxide
gregtech:compressed_15:13, Block of Quicklime
gregtech:compressed_15:14, Block of Sodium Bisulfate
gregtech:compressed_15:15, Block of Silicone Rubber
gregtech:compressed_9:0, Block of Wulfenite
gregtech:compressed_9:1, Block of Yellow Limonite
gregtech:compressed_9:2, Block of Yttrium Barium Cuprate
gregtech:compressed_9:3, Block of Certus Quartz
gregtech:compressed_9:4, Block of Quartzite
gregtech:compressed_9:5, Block of Graphite
gregtech:compressed_9:6, Block of Graphene
gregtech:compressed_9:7, Block of Jasper
gregtech:compressed_9:8, Block of Osmiridium
gregtech:compressed_9:9, Block of Perlite
gregtech:compressed_9:10, Block of Lignite Coal
gregtech:compressed_9:11, Block of Olivine
gregtech:compressed_9:12, Block of Opal
gregtech:compressed_9:13, Block of Amethyst
gregtech:compressed_9:14, Block of Enderpearl
gregtech:compressed_9:15, Block of Endereye
gregtech:compressed_6:0, Block of Invar
gregtech:compressed_6:1, Block of Kanthal
gregtech:compressed_6:2, Block of Lazurite
gregtech:compressed_6:3, Block of Magnalium
gregtech:compressed_6:4, Block of Magnesite
gregtech:compressed_6:5, Block of Magnetite
gregtech:compressed_6:6, Block of Molybdenite
gregtech:compressed_6:7, Block of Nichrome
gregtech:compressed_6:8, Block of Niobium Nitride
gregtech:compressed_6:9, Block of Niobium-Titanium
gregtech:compressed_6:10, Block of Obsidian
gregtech:compressed_6:11, Block of Phosphate
gregtech:compressed_6:12, Block of Pig Iron
gregtech:compressed_6:13, Block of Polyethylene
gregtech:compressed_6:14, Block of Epoxy Resin
gregtech:compressed_6:15, Block of Polysiloxane
gregtech:compressed_1:0, Block of Dysprosium
gregtech:compressed_1:1, Block of Erbium
gregtech:compressed_1:2, Block of Europium
gregtech:compressed_1:3, Block of Gadolinium
gregtech:compressed_1:4, Block of Gallium
gregtech:compressed_1:5, Block of Holmium
gregtech:compressed_1:6, Block of Indium
gregtech:compressed_1:7, Block of Iridium
gregtech:compressed_1:8, Block of Lanthanum
gregtech:compressed_1:9, Block of Lead
gregtech:compressed_1:10, Block of Lithium
gregtech:compressed_1:11, Block of Lutetium
gregtech:compressed_1:12, Block of Magnesium
gregtech:compressed_1:13, Block of Manganese
gregtech:compressed_1:14, Block of Molybdenum
gregtech:compressed_1:15, Block of Neodymium
gregtech:compressed_3:0, Block of Silver
gregtech:compressed_3:1, Block of Sodium
gregtech:compressed_3:2, Block of Strontium
gregtech:compressed_3:3, Block of Sulfur
gregtech:compressed_3:4, Block of Tantalum
gregtech:compressed_3:5, Block of Tellurium
gregtech:compressed_3:6, Block of Terbium
gregtech:compressed_3:7, Block of Thorium
gregtech:compressed_3:8, Block of Thulium
gregtech:compressed_3:9, Block of Tin
gregtech:compressed_3:10, Block of Titanium
gregtech:compressed_3:11, Block of Tungsten
gregtech:compressed_3:12, Block of Uranium 238
gregtech:compressed_3:13, Block of Uranium 235
gregtech:compressed_3:14, Block of Vanadium
gregtech:compressed_3:15, Block of Yttrium
gregtech:compressed_17:0, Block of Polydimethylsiloxane
gregtech:compressed_17:1, Block of Polystyrene
gregtech:compressed_17:2, Block of Raw Styrene-Butadiene Rubber
gregtech:compressed_17:3, Block of Styrene-Butadiene Rubber
gregtech:compressed_17:4, Block of Potash
gregtech:compressed_17:5, Block of Soda Ash
gregtech:compressed_17:6, Block of Gallium Arsenide
gregtech:compressed_17:7, Block of Polyphenylene Sulfide
gregtech:compressed_17:8, Block of Indium Gallium Phosphide
gregtech:compressed_17:9, Block of Platinum Group Sludge
gregtech:compressed_17:10, Block of Ferrite Mixture
gregtech:compressed_17:11, Block of Nickel Zinc Ferrite
gregtech:compressed_17:12, Block of Magnesia
gregtech:compressed_17:13, Block of Phosphorous Pentoxide
gregtech:compressed_17:14, Block of Fiber-Reinforced Epoxy Resin
gregtech:compressed_17:15, Block of Polyvinyl Chloride
gregtech:compressed_11:0, Block of Cobalt Brass
gregtech:compressed_11:1, Block of Phosphor
gregtech:compressed_11:2, Block of Basalt
gregtech:compressed_11:3, Block of Andesite
gregtech:compressed_11:4, Block of Diorite
gregtech:compressed_11:5, Block of Red Garnet
gregtech:compressed_11:6, Block of Yellow Garnet
gregtech:compressed_11:7, Block of Sugar
gregtech:compressed_11:8, Block of Vinteum
gregtech:compressed_11:9, Block of Redrock
gregtech:compressed_11:10, Block of Potassium Feldspar
gregtech:compressed_11:11, Block of Biotite
gregtech:compressed_11:12, Block of Black Granite
gregtech:compressed_11:13, Block of Chrysotile
gregtech:compressed_11:14, Block of Realgar
gregtech:compressed_11:15, Block of Vanadium Magnetite
gregtech:compressed_13:0, Block of Malachite
gregtech:compressed_13:1, Block of Mirabilite
gregtech:compressed_13:2, Block of Mica
gregtech:compressed_13:3, Block of Trona
gregtech:compressed_13:4, Block of Barite
gregtech:compressed_13:5, Block of Gypsum
gregtech:compressed_13:6, Block of Alunite
gregtech:compressed_13:7, Block of Dolomite
gregtech:compressed_13:8, Block of Wollastonite
gregtech:compressed_13:9, Block of Zeolite
gregtech:compressed_13:10, Block of Kyanite
gregtech:compressed_13:11, Block of Kaolinite
gregtech:compressed_13:12, Block of Talc
gregtech:compressed_13:13, Block of Soapstone
gregtech:compressed_13:14, Block of Magnetic Iron
gregtech:compressed_13:15, Block of Magnetic Steel
gregtech:compressed_14:0, Block of Magnetic Neodymium
gregtech:compressed_14:1, Block of Tungstencarbide
gregtech:compressed_14:2, Block of Vanadiumsteel
gregtech:compressed_14:3, Block of HSS-G
gregtech:compressed_14:4, Block of HSS-E
gregtech:compressed_14:5, Block of HSS-S
gregtech:compressed_14:6, Block of Naquadah
gregtech:compressed_14:7, Block of Naquadah Alloy
gregtech:compressed_14:8, Block of Enriched Naquadah
gregtech:compressed_14:9, Block of Naquadria
gregtech:compressed_14:10, Block of Tritanium
gregtech:compressed_14:11, Block of Duranium
gregtech:compressed_14:12, Block of Borax
gregtech:compressed_14:13, Block of Gunpowder
gregtech:compressed_14:14, Block of Paper
gregtech:compressed_14:15, Block of Rare Earth
gregtech:compressed_2:0, Block of Darmstadtium
gregtech:compressed_2:1, Block of Nickel
gregtech:compressed_2:2, Block of Niobium
gregtech:compressed_2:3, Block of Osmium
gregtech:compressed_2:4, Block of Palladium
gregtech:compressed_2:5, Block of Phosphorus
gregtech:compressed_2:6, Block of Platinum
gregtech:compressed_2:7, Block of Plutonium 244
gregtech:compressed_2:8, Block of Plutonium 241
gregtech:compressed_2:9, Block of Potassium
gregtech:compressed_2:10, Block of Praseodymium
gregtech:compressed_2:11, Block of Promethium
gregtech:compressed_2:12, Block of Rubidium
gregtech:compressed_2:13, Block of Samarium
gregtech:compressed_2:14, Block of Scandium
gregtech:compressed_2:15, Block of Silicon
gregtech:frame_invar:0, Invar Frame
gregtech:frame_invar:1, Invar Frame
gregtech:frame_invar:2, Invar Frame
gregtech:frame_invar:3, Invar Frame
gregtech:frame_invar:4, Invar Frame
gregtech:frame_invar:5, Invar Frame
gregtech:frame_invar:6, Invar Frame
gregtech:frame_invar:7, Invar Frame
gregtech:frame_invar:8, Invar Frame
gregtech:frame_invar:9, Invar Frame
gregtech:frame_invar:10, Invar Frame
gregtech:frame_invar:11, Invar Frame
gregtech:frame_invar:12, Invar Frame
gregtech:frame_invar:13, Invar Frame
gregtech:frame_invar:14, Invar Frame
gregtech:frame_invar:15, Invar Frame
gregtech:frame_darmstadtium:0, Darmstadtium Frame
gregtech:frame_darmstadtium:1, Darmstadtium Frame
gregtech:frame_darmstadtium:2, Darmstadtium Frame
gregtech:frame_darmstadtium:3, Darmstadtium Frame
gregtech:frame_darmstadtium:4, Darmstadtium Frame
gregtech:frame_darmstadtium:5, Darmstadtium Frame
gregtech:frame_darmstadtium:6, Darmstadtium Frame
gregtech:frame_darmstadtium:7, Darmstadtium Frame
gregtech:frame_darmstadtium:8, Darmstadtium Frame
gregtech:frame_darmstadtium:9, Darmstadtium Frame
gregtech:frame_darmstadtium:10, Darmstadtium Frame
gregtech:frame_darmstadtium:11, Darmstadtium Frame
gregtech:frame_darmstadtium:12, Darmstadtium Frame
gregtech:frame_darmstadtium:13, Darmstadtium Frame
gregtech:frame_darmstadtium:14, Darmstadtium Frame
gregtech:frame_darmstadtium:15, Darmstadtium Frame
gregtech:frame_blue_steel:0, Blue Steel Frame
gregtech:frame_blue_steel:1, Blue Steel Frame
gregtech:frame_blue_steel:2, Blue Steel Frame
gregtech:frame_blue_steel:3, Blue Steel Frame
gregtech:frame_blue_steel:4, Blue Steel Frame
gregtech:frame_blue_steel:5, Blue Steel Frame
gregtech:frame_blue_steel:6, Blue Steel Frame
gregtech:frame_blue_steel:7, Blue Steel Frame
gregtech:frame_blue_steel:8, Blue Steel Frame
gregtech:frame_blue_steel:9, Blue Steel Frame
gregtech:frame_blue_steel:10, Blue Steel Frame
gregtech:frame_blue_steel:11, Blue Steel Frame
gregtech:frame_blue_steel:12, Blue Steel Frame
gregtech:frame_blue_steel:13, Blue Steel Frame
gregtech:frame_blue_steel:14, Blue Steel Frame
gregtech:frame_blue_steel:15, Blue Steel Frame
gregtech:frame_bronze:0, Bronze Frame
gregtech:frame_bronze:1, Bronze Frame
gregtech:frame_bronze:2, Bronze Frame
gregtech:frame_bronze:3, Bronze Frame
gregtech:frame_bronze:4, Bronze Frame
gregtech:frame_bronze:5, Bronze Frame
gregtech:frame_bronze:6, Bronze Frame
gregtech:frame_bronze:7, Bronze Frame
gregtech:frame_bronze:8, Bronze Frame
gregtech:frame_bronze:9, Bronze Frame
gregtech:frame_bronze:10, Bronze Frame
gregtech:frame_bronze:11, Bronze Frame
gregtech:frame_bronze:12, Bronze Frame
gregtech:frame_bronze:13, Bronze Frame
gregtech:frame_bronze:14, Bronze Frame
gregtech:frame_bronze:15, Bronze Frame
gregtech:frame_wood:0, Wood Frame
gregtech:frame_wood:1, Wood Frame
gregtech:frame_wood:2, Wood Frame
gregtech:frame_wood:3, Wood Frame
gregtech:frame_wood:4, Wood Frame
gregtech:frame_wood:5, Wood Frame
gregtech:frame_wood:6, Wood Frame
gregtech:frame_wood:7, Wood Frame
gregtech:frame_wood:8, Wood Frame
gregtech:frame_wood:9, Wood Frame
gregtech:frame_wood:10, Wood Frame
gregtech:frame_wood:11, Wood Frame
gregtech:frame_wood:12, Wood Frame
gregtech:frame_wood:13, Wood Frame
gregtech:frame_wood:14, Wood Frame
gregtech:frame_wood:15, Wood Frame
gregtech:frame_aluminium:0, Aluminium Frame
gregtech:frame_aluminium:1, Aluminium Frame
gregtech:frame_aluminium:2, Aluminium Frame
gregtech:frame_aluminium:3, Aluminium Frame
gregtech:frame_aluminium:4, Aluminium Frame
gregtech:frame_aluminium:5, Aluminium Frame
gregtech:frame_aluminium:6, Aluminium Frame
gregtech:frame_aluminium:7, Aluminium Frame
gregtech:frame_aluminium:8, Aluminium Frame
gregtech:frame_aluminium:9, Aluminium Frame
gregtech:frame_aluminium:10, Aluminium Frame
gregtech:frame_aluminium:11, Aluminium Frame
gregtech:frame_aluminium:12, Aluminium Frame
gregtech:frame_aluminium:13, Aluminium Frame
gregtech:frame_aluminium:14, Aluminium Frame
gregtech:frame_aluminium:15, Aluminium Frame
gregtech:frame_titanium:0, Titanium Frame
gregtech:frame_titanium:1, Titanium Frame
gregtech:frame_titanium:2, Titanium Frame
gregtech:frame_titanium:3, Titanium Frame
gregtech:frame_titanium:4, Titanium Frame
gregtech:frame_titanium:5, Titanium Frame
gregtech:frame_titanium:6, Titanium Frame
gregtech:frame_titanium:7, Titanium Frame
gregtech:frame_titanium:8, Titanium Frame
gregtech:frame_titanium:9, Titanium Frame
gregtech:frame_titanium:10, Titanium Frame
gregtech:frame_titanium:11, Titanium Frame
gregtech:frame_titanium:12, Titanium Frame
gregtech:frame_titanium:13, Titanium Frame
gregtech:frame_titanium:14, Titanium Frame
gregtech:frame_titanium:15, Titanium Frame
gregtech:frame_stainless_steel:0, Stainless Steel Frame
gregtech:frame_stainless_steel:1, Stainless Steel Frame
gregtech:frame_stainless_steel:2, Stainless Steel Frame
gregtech:frame_stainless_steel:3, Stainless Steel Frame
gregtech:frame_stainless_steel:4, Stainless Steel Frame
gregtech:frame_stainless_steel:5, Stainless Steel Frame
gregtech:frame_stainless_steel:6, Stainless Steel Frame
gregtech:frame_stainless_steel:7, Stainless Steel Frame
gregtech:frame_stainless_steel:8, Stainless Steel Frame
gregtech:frame_stainless_steel:9, Stainless Steel Frame
gregtech:frame_stainless_steel:10, Stainless Steel Frame
gregtech:frame_stainless_steel:11, Stainless Steel Frame
gregtech:frame_stainless_steel:12, Stainless Steel Frame
gregtech:frame_stainless_steel:13, Stainless Steel Frame
gregtech:frame_stainless_steel:14, Stainless Steel Frame
gregtech:frame_stainless_steel:15, Stainless Steel Frame
gregtech:frame_hssg:0, HSS-G Frame
gregtech:frame_hssg:1, HSS-G Frame
gregtech:frame_hssg:2, HSS-G Frame
gregtech:frame_hssg:3, HSS-G Frame
gregtech:frame_hssg:4, HSS-G Frame
gregtech:frame_hssg:5, HSS-G Frame
gregtech:frame_hssg:6, HSS-G Frame
gregtech:frame_hssg:7, HSS-G Frame
gregtech:frame_hssg:8, HSS-G Frame
gregtech:frame_hssg:9, HSS-G Frame
gregtech:frame_hssg:10, HSS-G Frame
gregtech:frame_hssg:11, HSS-G Frame
gregtech:frame_hssg:12, HSS-G Frame
gregtech:frame_hssg:13, HSS-G Frame
gregtech:frame_hssg:14, HSS-G Frame
gregtech:frame_hssg:15, HSS-G Frame
gregtech:frame_steel:0, Steel Frame
gregtech:frame_steel:1, Steel Frame
gregtech:frame_steel:2, Steel Frame
gregtech:frame_steel:3, Steel Frame
gregtech:frame_steel:4, Steel Frame
gregtech:frame_steel:5, Steel Frame
gregtech:frame_steel:6, Steel Frame
gregtech:frame_steel:7, Steel Frame
gregtech:frame_steel:8, Steel Frame
gregtech:frame_steel:9, Steel Frame
gregtech:frame_steel:10, Steel Frame
gregtech:frame_steel:11, Steel Frame
gregtech:frame_steel:12, Steel Frame
gregtech:frame_steel:13, Steel Frame
gregtech:frame_steel:14, Steel Frame
gregtech:frame_steel:15, Steel Frame
gregtech:frame_hsse:0, HSS-E Frame
gregtech:frame_hsse:1, HSS-E Frame
gregtech:frame_hsse:2, HSS-E Frame
gregtech:frame_hsse:3, HSS-E Frame
gregtech:frame_hsse:4, HSS-E Frame
gregtech:frame_hsse:5, HSS-E Frame
gregtech:frame_hsse:6, HSS-E Frame
gregtech:frame_hsse:7, HSS-E Frame
gregtech:frame_hsse:8, HSS-E Frame
gregtech:frame_hsse:9, HSS-E Frame
gregtech:frame_hsse:10, HSS-E Frame
gregtech:frame_hsse:11, HSS-E Frame
gregtech:frame_hsse:12, HSS-E Frame
gregtech:frame_hsse:13, HSS-E Frame
gregtech:frame_hsse:14, HSS-E Frame
gregtech:frame_hsse:15, HSS-E Frame
gregtech:frame_iron:0, Iron Frame
gregtech:frame_iron:1, Iron Frame
gregtech:frame_iron:2, Iron Frame
gregtech:frame_iron:3, Iron Frame
gregtech:frame_iron:4, Iron Frame
gregtech:frame_iron:5, Iron Frame
gregtech:frame_iron:6, Iron Frame
gregtech:frame_iron:7, Iron Frame
gregtech:frame_iron:8, Iron Frame
gregtech:frame_iron:9, Iron Frame
gregtech:frame_iron:10, Iron Frame
gregtech:frame_iron:11, Iron Frame
gregtech:frame_iron:12, Iron Frame
gregtech:frame_iron:13, Iron Frame
gregtech:frame_iron:14, Iron Frame
gregtech:frame_iron:15, Iron Frame
gregtech:frame_tungsten_steel:0, Tungstensteel Frame
gregtech:frame_tungsten_steel:1, Tungstensteel Frame
gregtech:frame_tungsten_steel:2, Tungstensteel Frame
gregtech:frame_tungsten_steel:3, Tungstensteel Frame
gregtech:frame_tungsten_steel:4, Tungstensteel Frame
gregtech:frame_tungsten_steel:5, Tungstensteel Frame
gregtech:frame_tungsten_steel:6, Tungstensteel Frame
gregtech:frame_tungsten_steel:7, Tungstensteel Frame
gregtech:frame_tungsten_steel:8, Tungstensteel Frame
gregtech:frame_tungsten_steel:9, Tungstensteel Frame
gregtech:frame_tungsten_steel:10, Tungstensteel Frame
gregtech:frame_tungsten_steel:11, Tungstensteel Frame
gregtech:frame_tungsten_steel:12, Tungstensteel Frame
gregtech:frame_tungsten_steel:13, Tungstensteel Frame
gregtech:frame_tungsten_steel:14, Tungstensteel Frame
gregtech:frame_tungsten_steel:15, Tungstensteel Frame
ironbackpacks:backpack:0, Basic Backpack
ironbackpacks:backpack:0, Iron Backpack
ironbackpacks:backpack:0, Iron Backpack
ironbackpacks:backpack:0, Gold Backpack
ironbackpacks:backpack:0, Gold Backpack
ironbackpacks:backpack:0, Diamond Backpack
ironbackpacks:backpack:0, Diamond Backpack
ironbackpacks:upgrade:0, Blank Upgrade
ironbackpacks:upgrade:0, Damage Bar Upgrade
ironbackpacks:upgrade:0, Latch Upgrade
ironbackpacks:upgrade:0, Extra Upgrade Point
ironbackpacks:upgrade:0, Everlasting Upgrade
ironchest:iron_chest:0, Iron Chest
ironchest:iron_chest:1, Gold Chest
ironchest:iron_chest:2, Diamond Chest
ironchest:iron_chest:3, Copper Chest
ironchest:iron_chest:4, Silver Chest
ironchest:iron_chest:5, Crystal Chest
ironchest:iron_chest:6, Obsidian Chest
ironchest:iron_chest:7, DirtChest 9000!
ironchest:iron_shulker_box_white:0, White Iron Shulker Box
ironchest:iron_shulker_box_white:1, White Gold Shulker Box
ironchest:iron_shulker_box_white:2, White Diamond Shulker Box
ironchest:iron_shulker_box_white:3, White Copper Shulker Box
ironchest:iron_shulker_box_white:4, White Silver Shulker Box
ironchest:iron_shulker_box_white:5, White Crystal Shulker Box
ironchest:iron_shulker_box_white:6, White Obsidian Shulker Box
ironchest:iron_shulker_box_orange:0, Orange Iron Shulker Box
ironchest:iron_shulker_box_orange:1, Orange Gold Shulker Box
ironchest:iron_shulker_box_orange:2, Orange Diamond Shulker Box
ironchest:iron_shulker_box_orange:3, Orange Copper Shulker Box
ironchest:iron_shulker_box_orange:4, Orange Silver Shulker Box
ironchest:iron_shulker_box_orange:5, Orange Crystal Shulker Box
ironchest:iron_shulker_box_orange:6, Orange Obsidian Shulker Box
ironchest:iron_shulker_box_magenta:0, Magenta Iron Shulker Box
ironchest:iron_shulker_box_magenta:1, Magenta Gold Shulker Box
ironchest:iron_shulker_box_magenta:2, Magenta Diamond Shulker Box
ironchest:iron_shulker_box_magenta:3, Magenta Copper Shulker Box
ironchest:iron_shulker_box_magenta:4, Magenta Silver Shulker Box
ironchest:iron_shulker_box_magenta:5, Magenta Crystal Shulker Box
ironchest:iron_shulker_box_magenta:6, Magenta Obsidian Shulker Box
ironchest:iron_shulker_box_light_blue:0, Light Blue Iron Shulker Box
ironchest:iron_shulker_box_light_blue:1, Light Blue Gold Shulker Box
ironchest:iron_shulker_box_light_blue:2, Light Blue Diamond Shulker Box
ironchest:iron_shulker_box_light_blue:3, Light Blue Copper Shulker Box
ironchest:iron_shulker_box_light_blue:4, Light Blue Silver Shulker Box
ironchest:iron_shulker_box_light_blue:5, Light Blue Crystal Shulker Box
ironchest:iron_shulker_box_light_blue:6, Light Blue Obsidian Shulker Box
ironchest:iron_shulker_box_yellow:0, Yellow Iron Shulker Box
ironchest:iron_shulker_box_yellow:1, Yellow Gold Shulker Box
ironchest:iron_shulker_box_yellow:2, Yellow Diamond Shulker Box
ironchest:iron_shulker_box_yellow:3, Yellow Copper Shulker Box
ironchest:iron_shulker_box_yellow:4, Yellow Silver Shulker Box
ironchest:iron_shulker_box_yellow:5, Yellow Crystal Shulker Box
ironchest:iron_shulker_box_yellow:6, Yellow Obsidian Shulker Box
ironchest:iron_shulker_box_lime:0, Lime Iron Shulker Box
ironchest:iron_shulker_box_lime:1, Lime Gold Shulker Box
ironchest:iron_shulker_box_lime:2, Lime Diamond Shulker Box
ironchest:iron_shulker_box_lime:3, Lime Copper Shulker Box
ironchest:iron_shulker_box_lime:4, Lime Silver Shulker Box
ironchest:iron_shulker_box_lime:5, Lime Crystal Shulker Box
ironchest:iron_shulker_box_lime:6, Lime Obsidian Shulker Box
ironchest:iron_shulker_box_pink:0, Pink Iron Shulker Box
ironchest:iron_shulker_box_pink:1, Pink Gold Shulker Box
ironchest:iron_shulker_box_pink:2, Pink Diamond Shulker Box
ironchest:iron_shulker_box_pink:3, Pink Copper Shulker Box
ironchest:iron_shulker_box_pink:4, Pink Silver Shulker Box
ironchest:iron_shulker_box_pink:5, Pink Crystal Shulker Box
ironchest:iron_shulker_box_pink:6, Pink Obsidian Shulker Box
